query,tfidf_result,chroma_result_1,chroma_result_2,chroma_result_3,chroma_id_1,chroma_id_2,chroma_id_3,tfidf_in_chroma_top3
"@GloCare Data network has been abysmal to say the least since over a week. VI-Ajah axis, Lagos. Extremely frustrating. Pls investigate.","@GloCare Data network has been abysmal to say the least since over a week. VI-Ajah axis, Lagos. Extremely frustrating. Pls investigate.","@GloCare Data network has been abysmal to say the least since over a week. VI-Ajah axis, Lagos. Extremely frustrating. Pls investigate.","@GloCare good morning team, just to complain about poor data network in my area ""Cameroon Street, Mushin LGA, Lagos State","@GloCare your network is so bad around my area, I could not call, I could not use my data. Meiran, in Lagos. For the past 3weeks now.",2443686,65467,2242970,True
"@GloCare I subscribe #1000, no bonus why?","@GloCare I subscribe #1000, no bonus why?","@GloCare I subscribe #1000, no bonus why?",@Glocare what's happening? You didn't give me bonus on my sub.,@GloCare please i want my 100% bonus. what's wrong? My glo number: 08073850135,2443690,328953,1339628,True
@GloCare @416493 What's the conditions to get 150% bonus,@GloCare @416493 What's the conditions to get 150% bonus,@GloCare @416493 What's the conditions to get 150% bonus,@GloCare To opt in for the 200% Bonus,@GloCare Pls why is 200% bonus package not available,2443689,2330541,574899,True
@GloCare your network na die oh. No service since Friday!,@GloCare your network na die oh. No service since Friday!,@GloCare your network na die oh. No service since Friday!,@GloCare No network/service since yesterday,"@GloCare Hey, till now, no service o. :( :( :(",2443694,33126,2017771,True
"@GloCare Jos
08118688693
Y'all should fix this!","@GloCare Jos
08118688693
Y'all should fix this!","@GloCare Jos
08118688693
Y'all should fix this!",@GloCare 08053772444 please fix up,@GloCare @117627 THIS IS VERY FRUSTRATING!,2443693,138703,2024708,True
@117627 @700707 @GloCare It is annoying that you always apologize for bad network. Please fix up the network. I won’t threaten to burn my Sim or change network providers. Please make improvements on the network.,@117627 @700707 @GloCare It is annoying that you always apologize for bad network. Please fix up the network. I won’t threaten to burn my Sim or change network providers. Please make improvements on the network.,@117627 @700707 @GloCare It is annoying that you always apologize for bad network. Please fix up the network. I won’t threaten to burn my Sim or change network providers. Please make improvements on the network.,"@GloCare Your network is bad this days 
I don't have network on my line throughout yesterday ....here is my number 08158596963",@GloCare @117627 Network is still bad.. very bad.,2443698,296349,2441576,True
"@GloCare @700705 @117627 Bukuru, Jos. Loss of signal for &gt;6 hours. Tafawa Balewa, Jos. Loss of Internet service. This happens on a daily actually.","@GloCare @700705 @117627 Bukuru, Jos. Loss of signal for &gt;6 hours. Tafawa Balewa, Jos. Loss of Internet service. This happens on a daily actually.","@GloCare @700705 @117627 Bukuru, Jos. Loss of signal for &gt;6 hours. Tafawa Balewa, Jos. Loss of Internet service. This happens on a daily actually.","@GloCare @139868 Omu aran, kwara state. It is not only me. No glo network signal since ystrday morning.",@117627 @GloCare Barely less than 24hrs ...the signal issue started again sigh !!!!! https://t.co/Z8wwaVXNom,2443697,127261,1692396,True
@GloCare I lost my glo line .how can I retrieve it here.any assistant ? And requirements?,@GloCare I lost my glo line .how can I retrieve it here.any assistant ? And requirements?,@GloCare I lost my glo line .how can I retrieve it here.any assistant ? And requirements?,@GloCare I lost my glo line .how can I retrieve it here.any assistant ? And requirements?,"@GloCare I want to retrieve my glo line,Ao can I do it plz",2443708,2443708,2211967,True
@GloCare Good I still have the sim pack.what next?,@GloCare Good I still have the sim pack.what next?,@GloCare Good I still have the sim pack.what next?,"@GloCare i don't have the sim pack anymore, what do i do?",@GloCare I can't find my Sim pack,2443707,1615273,1114459,True
"@GloCare @255855 Abeg forget this @GloCare pple, by the time u get to their Glo outlet they ask you to provide police extract, court affidavit ,passport and N1000","@GloCare @255855 Abeg forget this @GloCare pple, by the time u get to their Glo outlet they ask you to provide police extract, court affidavit ,passport and N1000","@GloCare @255855 Abeg forget this @GloCare pple, by the time u get to their Glo outlet they ask you to provide police extract, court affidavit ,passport and N1000","@139868 @GloCare copy @117626  in ur messages to them pls, they are criminal","@GloCare kindly check your service delivery around Police Post,Oluwo,Ogun State.Shamefully I had to send this message from another network.",2443711,107460,1807268,True
@GloCare @255855 Provided my sim pack and was still ask to provide what I listed above. The staff even showed me   list of numbers that would be blocked before the end of the month if they don't provide what I listed,@GloCare @255855 Provided my sim pack and was still ask to provide what I listed above. The staff even showed me   list of numbers that would be blocked before the end of the month if they don't provide what I listed,@GloCare @255855 Provided my sim pack and was still ask to provide what I listed above. The staff even showed me   list of numbers that would be blocked before the end of the month if they don't provide what I listed,@182496 @145585 @GloCare I thot I was the only one that had this issue. I called to complain and they made it seem like I was mad...I have stopd my sim @117627,"@GloCare 
Also got my number and confirmation that the sim is active and all..but I can't do anything on it",2443713,278829,558210,True
@GloCare @255855 Now you are talking,@GloCare @255855 Now you are talking,@GloCare @255855 Now you are talking,@GloCare @117627 @648034 08053801785,@GloCare @117627 Certainly 07057325074,2443715,2810902,2406210,True
"@glocare please your browsing is too slow,is it network problem or the  phone or may be line am using?","@glocare please your browsing is too slow,is it network problem or the  phone or may be line am using?","@glocare please your browsing is too slow,is it network problem or the  phone or may be line am using?",@GloCare Good evening when am browsing with my glo line its very slow I don't know what is wrong,"@GloCare Internet browsing is really really slow. Like it could take a few minutes before I can reply to this tweet
I can make calls but no network to browse even on 3G. That’s just it",2443719,107444,107479,True
"@GloCare Egan in igando,affected number 08155112423","@GloCare Egan in igando,affected number 08155112423","@GloCare Egan in igando,affected number 08155112423","@GloCare Egan  in igando,affected number 08155112423",@GloCare the affected no is 08057521656,2443718,2443723,2513899,True
"@GloCare Please do something about this poor network,i can't browse since 4pm this evening due to your bad network,Please and please","@GloCare Please do something about this poor network,i can't browse since 4pm this evening due to your bad network,Please and please","@GloCare Please do something about this poor network,i can't browse since 4pm this evening due to your bad network,Please and please",@GloCare I having difficulties when it comes to browsing your network is bad.,"@GloCare good day, please I need help, I have not been able to browse for 4 days now due to bad network, please look into this 07059881072",2443721,2651177,510160,True
"@GloCare Egan  in igando,affected number 08155112423","@GloCare Egan in igando,affected number 08155112423","@GloCare Egan in igando,affected number 08155112423","@GloCare Egan  in igando,affected number 08155112423",@GloCare the affected no is 08057521656,2443718,2443723,2513899,True
@GloCare mehn you guys don't pick up calls again?,@GloCare mehn you guys don't pick up calls again?,@GloCare mehn you guys don't pick up calls again?,This is really terrible. @GloCare why aren't you guys picking your calls after cheating me.,@GloCare we can't make calls plz,2444369,572338,1885863,True
"@GloCare I bought a glo SIM card on Thursday( 23/11/2017) and I was told that if I recharged between 100-1000, I will get a bonus.
I recharged more than a thousand but i didn't get any bonus.

I can't post my phone except on direct message, please fix this.","@GloCare I bought a glo SIM card on Thursday( 23/11/2017) and I was told that if I recharged between 100-1000, I will get a bonus.
I recharged more than a thousand but i didn't get any bonus.

I can't post my phone except on direct message, please fix this.","@GloCare I bought a glo SIM card on Thursday( 23/11/2017) and I was told that if I recharged between 100-1000, I will get a bonus.
I recharged more than a thousand but i didn't get any bonus.

I can't post my phone except on direct message, please fix this.","@GloCare I just bought the new glo sim today but I can't check if am given the 200,000 bonus",@GloCare which Glo plan gives 500# Glo calls and 50mb on 100 recharge. Glo usually give me these bonuses but it has stopped. what can I do,2444371,2159669,2896542,True
@GloCare My Glo data is still not working on both of my phones. I am on 3G permanently and based in Panti area. My Nos are 07056805635 &amp; 08059474258.I use a Samsung Tab A and Infinix Hot 2. What exactly is the issue please? Will I be compensated with an extension of validity?,@GloCare My Glo data is still not working on both of my phones. I am on 3G permanently and based in Panti area. My Nos are 07056805635 &amp; 08059474258.I use a Samsung Tab A and Infinix Hot 2. What exactly is the issue please? Will I be compensated with an extension of validity?,@GloCare My Glo data is still not working on both of my phones. I am on 3G permanently and based in Panti area. My Nos are 07056805635 &amp; 08059474258.I use a Samsung Tab A and Infinix Hot 2. What exactly is the issue please? Will I be compensated with an extension of validity?,Been using 2G on @GloCare  as 3G seems unusable on my device. Nawah o.,@GloCare I sincerely think glo data is the must unstable network. The 3g is just off and on. Rubbish!,2444373,507064,2045022,True
@GloCare Worst internet service ever.,@GloCare Worst internet service ever.,@GloCare Worst internet service ever.,@GloCare worst network provider,@GloCare Very horrible and unprofessional from glo. I can't use the internet for 3 days,2444376,1371035,46207,True
@GloCare I have been complaining about the same thing everyday for 4 weeks and you keep asking the same questions. Has it not occur to you that you need to send engineers to solve this issue that I have been experiencing for years. You are just pathetic and not sincere. You lack integrity,@GloCare I have been complaining about the same thing everyday for 4 weeks and you keep asking the same questions. Has it not occur to you that you need to send engineers to solve this issue that I have been experiencing for years. You are just pathetic and not sincere. You lack integrity,@GloCare I have been complaining about the same thing everyday for 4 weeks and you keep asking the same questions. Has it not occur to you that you need to send engineers to solve this issue that I have been experiencing for years. You are just pathetic and not sincere. You lack integrity,"@GloCare i think  your engineers are incompetent, for the past three weeks dey r working on the issue. Better look for new engineers.",@GloCare Is it that ur engineers are not doing anything or u guys have not reported to em? It’s been 2weeks now that u can’t use the internet,2444375,1733738,21365,True
@GloCare I want to believed that there is mistake somewhere. I did not make any voice call and my money disappeared.,@GloCare I want to believed that there is mistake somewhere. I did not make any voice call and my money disappeared.,@GloCare I want to believed that there is mistake somewhere. I did not make any voice call and my money disappeared.,@GloCare I didn't make use of the money at all..... All of a sudden it's gone,"@GloCare refund my money glo ,,,,you resolve the issue or not refund all the money unlawfully diducted from my  phone
RETURN MY MONEY GLO",2444381,107468,1069648,True
@GloCare 09057496225,@GloCare 09057496225,@GloCare 09057496225,@GloCare 09057174095,@GloCare 09057174095,2444379,209550,209928,True
@GloCare 09057496225. Please act fast,@GloCare 09057496225. Please act fast,@GloCare 09057496225. Please act fast,"@GloCare Thanks @27477, ure the first to act promptly",@GloCare 08056266668,2444380,529837,231087,True
"@GloCare I don't want to assume anything,the history can be check and the prompt message to renewal which brings about my action. I went my money.","@GloCare I don't want to assume anything,the history can be check and the prompt message to renewal which brings about my action. I went my money.","@GloCare I don't want to assume anything,the history can be check and the prompt message to renewal which brings about my action. I went my money.",@GloCare why did you auto renew my subscription after I already cancelled it?,Explain please. How do I renew if I have never subscribed? @glocare @117627 https://t.co/swQ19qcPdU,2444384,1079202,2242962,True
@GloCare I know this may take eternity. This is neither my first nor the second. I chose to speak out now. Please do the needful cause I rarely use this sim for voice call. # Dotheneedful,@GloCare I know this may take eternity. This is neither my first nor the second. I chose to speak out now. Please do the needful cause I rarely use this sim for voice call. # Dotheneedful,@GloCare I know this may take eternity. This is neither my first nor the second. I chose to speak out now. Please do the needful cause I rarely use this sim for voice call. # Dotheneedful,@GloCare Its a new sim and I have called just 3 person with it.,Hi @GloCare @117627. My sim is not making or receiving calls and text messages.,2444387,209707,1884807,True
"@GloCare Dear Customer, Your VAS Complaint Ref: GLO 1-4939343121 request has been resolved. Glo Unlimited!!!. I like to appreciates sincerity not deception. It could have been better if nothing is said knowing that nothing is done. #No to deception","@GloCare Dear Customer, Your VAS Complaint Ref: GLO 1-4939343121 request has been resolved. Glo Unlimited!!!. I like to appreciates sincerity not deception. It could have been better if nothing is said knowing that nothing is done. #No to deception","@GloCare Dear Customer, Your VAS Complaint Ref: GLO 1-4939343121 request has been resolved. Glo Unlimited!!!. I like to appreciates sincerity not deception. It could have been better if nothing is said knowing that nothing is done. #No to deception","@GloCare 08057842333 Dear Customer, Your VAS Complaint Ref: GLO 1-4939343127 is expected to be resolved within 48 HRS. Glo Unlimited!!",@GloCare my number is 07059154283. I did not subscribe for any VAS. Cancel all such VAS subscription for my line. Regard.,2444389,2812712,1341493,True
"@GloCare This is unfair. Please , remove and undone what ever you said is done. Do not say what you can't do as a brand. #Deceptionis bad","@GloCare This is unfair. Please , remove and undone what ever you said is done. Do not say what you can't do as a brand. #Deceptionis bad","@GloCare This is unfair. Please , remove and undone what ever you said is done. Do not say what you can't do as a brand. #Deceptionis bad","@GloCare you really need to apologize to me and other customers.
Do that right now.","@GloCare pls STOP all these fraudulent/incesant deduction to my line 08072451139 really piss me off,",2444391,2602068,2358268,True
@GloCare I stop using my glo sim because I can't browse despite having a glo station at my backyard @101762 in ikorodu. A mast that I less than 5 meter from my base. Glo has a lot to do technically,@GloCare I stop using my glo sim because I can't browse despite having a glo station at my backyard @101762 in ikorodu. A mast that I less than 5 meter from my base. Glo has a lot to do technically,@GloCare I stop using my glo sim because I can't browse despite having a glo station at my backyard @101762 in ikorodu. A mast that I less than 5 meter from my base. Glo has a lot to do technically,"@GloCare Like to know what's happening with your glo mast here in Niger Delta University Amassoma Bayelsa State. For some days now I have not been able to use my glo line for anything. The annoying thing is that, I subscribe for a plan that is just going without being used. Pls..",@GloCare am one step away from throwing away my glo sim... For 2weeks no steady network,443621,2330475,2463679,True
@GloCare I have bought a data about 2wks ago . I was alerted that the package am on will soon finished with an option of AUT renewal. I loaded N1000 before it is exhausted. I check my balance and discovered that about N300 was gone from money loaded for auto data renewal.,@GloCare I have bought a data about 2wks ago . I was alerted that the package am on will soon finished with an option of AUT renewal. I loaded N1000 before it is exhausted. I check my balance and discovered that about N300 was gone from money loaded for auto data renewal.,@GloCare I have bought a data about 2wks ago . I was alerted that the package am on will soon finished with an option of AUT renewal. I loaded N1000 before it is exhausted. I check my balance and discovered that about N300 was gone from money loaded for auto data renewal.,@GloCare please I just loaded airtime and I was expecting auto renewal as supposed but nothing happened I can't even buy data rn why?,"@GloCare Hi, 48hrs gone I am yet to be credited with data despite auto renewal. I'm getting impatient please",2444394,2769405,1275897,True
@GloCare why can't I call check my balance or even top my recharge. I can't even reach customer care. I need to call someone,@GloCare why can't I call check my balance or even top my recharge. I can't even reach customer care. I need to call someone,@GloCare why can't I call check my balance or even top my recharge. I can't even reach customer care. I need to call someone,"Dear @GloCare @117627 
I still can't make calls, recharge my line or even check my balance. You owe your customers an explanation. Thanks",@GloCare I have been unable to recharge or check my balance since i welcomed back my number this morning. Can you help me run a check pls,2447078,1884792,1281098,True
@GloCare for 2hours straight I’ve been trying to subscribe on my phone and I have 4K on my sim..please fix ASAP #07057679682 https://t.co/CIkKlC7NLZ,@GloCare for 2hours straight I’ve been trying to subscribe on my phone and I have 4K on my sim..please fix ASAP #07057679682 https://t.co/CIkKlC7NLZ,@GloCare for 2hours straight I’ve been trying to subscribe on my phone and I have 4K on my sim..please fix ASAP #07057679682 https://t.co/CIkKlC7NLZ,@GloCare I can't subscribe on my new glo sim. No:08071383834. Pls check.,@GloCare I can't subscribe on my new glo sim. No:08071383834. Pls check.,2448084,378802,378802,True
@117627 @GloCare Thanks.,@117627 @GloCare Thanks.,@117627 @GloCare Thanks.,@117627 @GloCare Thank you,@117627 @GloCare Thanks. ..I appreciate.,2452483,2560006,107502,True
@704863 @117627 @GloCare @117626 @117628  Enough of this. Let's rise to hold @117627 accountable. #wedemandaccountability,@704863 @117627 @GloCare @117626 @117628  Enough of this. Let's rise to hold @117627 accountable. #wedemandaccountability,@704863 @117627 @GloCare @117626 @117628  Enough of this. Let's rise to hold @117627 accountable. #wedemandaccountability,@GloCare @117627 @117626 @10717 @10718 .AND NUMBER....08050685592,@117627 @GloCare something has to be done!!!,2462048,209781,640440,True
@GloCare @117627 But how do I handle the fact that till today no one can call and I can't call. If you #weappreciateourcustomers then u either compensate in a way. Don't be selfish,@GloCare @117627 But how do I handle the fact that till today no one can call and I can't call. If you #weappreciateourcustomers then u either compensate in a way. Don't be selfish,@GloCare @117627 But how do I handle the fact that till today no one can call and I can't call. If you #weappreciateourcustomers then u either compensate in a way. Don't be selfish,@GloCare do something about ur care number ... Hasn't been working in days now .... And nobody is attending to calls,@117627 @GloCare @145585 pls i need an explanation for the inability to make or receive calls since yesterday. this is appalling.,2462047,2905472,1886084,True
"@GloCare @117627 Mail sent, none sent acknowledgement.","@GloCare @117627 Mail sent, none sent acknowledgement.","@GloCare @117627 Mail sent, none sent acknowledgement.",@GloCare @117627 I got no response,@GloCare @117627 I've sent it.,2462050,2556906,2513087,True
@GloCare I am currently being charged 38kobo per second for voice calls on my Glo SIM  07118050307.. What can I do to reduce the tarrif?,@GloCare I am currently being charged 38kobo per second for voice calls on my Glo SIM  07118050307.. What can I do to reduce the tarrif?,@GloCare I am currently being charged 38kobo per second for voice calls on my Glo SIM  07118050307.. What can I do to reduce the tarrif?,@GloCare how can I opt out of this your jumbo sim thing? Noticed that I'm being charged 40k per second now on my calls as against 15k. Moreover ur free airtime isn't useful to me bcoz it's only for Glo to Glo calls. I want to opt out immediately.,"@GloCare Hello glo, your I bought your sim, but it charges me me too high almost 30 per minute, airtel charge me less than 8naira per minute, what should I do to get good rate? I can’t deal with this high charge.",2463653,2218258,2330344,True
@117627 please send me @GloCare  the short code to access my data balance now so as to be able to monitor my data balance. Thanks,@117627 please send me @GloCare  the short code to access my data balance now so as to be able to monitor my data balance. Thanks,@117627 please send me @GloCare  the short code to access my data balance now so as to be able to monitor my data balance. Thanks,@117627 Please what is the code to check my data balance. Cc @GloCare,@GloCare pls can help me with my data balance 08052970111,2463656,94491,471933,True
@GloCare @117627 Thanks for the prompt response,@GloCare @117627 Thanks for the prompt response,@GloCare @117627 Thanks for the prompt response,@GloCare @117627 Thank you,@GloCare @117627 Thanks,2463655,2222621,496688,True
"@GloCare I lost a job opportunity yesterday, because d company tried calling my num to no avail, and I was sent a mail which I'm seeing now😡","@GloCare I lost a job opportunity yesterday, because d company tried calling my num to no avail, and I was sent a mail which I'm seeing now😡","@GloCare I lost a job opportunity yesterday, because d company tried calling my num to no avail, and I was sent a mail which I'm seeing now😡",@GloCare Check your DM it is Urgent,@GloCare I cant put my number up here. Follow me so i can dm u. I found out u disconnected my line in d afternoon yet i didnt get any message.,2463660,2766720,2406202,True
"@GloCare Number: 08052375279, device : IPhone 6s, location: portharcourt rupokwu, signal :E no alternate number","@GloCare Number: 08052375279, device : IPhone 6s, location: portharcourt rupokwu, signal :E no alternate number","@GloCare Number: 08052375279, device : IPhone 6s, location: portharcourt rupokwu, signal :E no alternate number","@GloCare Number is 08079232772. Device type is a Nokia 105, location is sangotedo ajah",@GloCare My mobile number 08078860057,2463659,2121881,2159671,True
@GloCare I should bear with you?? Are you the one dat lost d job opportunity 😕? I'm not even disappointed at all I blame myself for using glo. 😤,@GloCare I should bear with you?? Are you the one dat lost d job opportunity 😕? I'm not even disappointed at all I blame myself for using glo. 😤,@GloCare I should bear with you?? Are you the one dat lost d job opportunity 😕? I'm not even disappointed at all I blame myself for using glo. 😤,"@GloCare Yet, they asked me to go to a glo office",@GloCare @729856 I regret using GLO as my business line.,2463662,2044996,2573596,True
"@705172 @GloCare @117627 I only knew of the 4Gb
  Which free YouTube again? 😋","@705172 @GloCare @117627 I only knew of the 4Gb
  Which free YouTube again? 😋","@705172 @GloCare @117627 I only knew of the 4Gb
  Which free YouTube again? 😋",@GloCare Is it true that the 4gb plan for 1k come with free YouTube data for streaming and around what time does it work?,"@GloCare I used the YouTube from 1.05 am to some minutes, only to discover that my data is being used. My data balance was 3431mb when I started watching and currently almost 137mb  out my data is gone now. Is that what you call free? You just make me waste my data and time.",2463665,2443677,2443679,True
Glo introduces new data plans with free YouTube streaming : https://t.co/6DBvwL3rZz cc @GloCare  @117627 https://t.co/DoZqfLQKBP,Glo introduces new data plans with free YouTube streaming : https://t.co/6DBvwL3rZz cc @GloCare  @117627 https://t.co/DoZqfLQKBP,Glo introduces new data plans with free YouTube streaming : https://t.co/6DBvwL3rZz cc @GloCare  @117627 https://t.co/DoZqfLQKBP,@GloCare Is it true that I can get Free YouTube streaming on my current Data plan from 1am to 5am,@GloCare Can the free YouTube streaming data be used for Netflix?,2463667,2358287,684294,True
"@GloCare Without communication. Pls go and do something, dia safety is in ur hands","@GloCare Without communication. Pls go and do something, dia safety is in ur hands","@GloCare Without communication. Pls go and do something, dia safety is in ur hands","@GloCare ,pls I have a situation o",@GloCare what can I do?,2463671,320788,691320,True
"@GloCare Well, according to friends and family there, it has been rectified. OSHEYYYYY","@GloCare Well, according to friends and family there, it has been rectified. OSHEYYYYY","@GloCare Well, according to friends and family there, it has been rectified. OSHEYYYYY",@GloCare It has been rectified,@GloCare Pls has it been rectified,2463670,1046209,1884686,True
"@GloCare pls de glo mast in agingi rukuba Rd of bassa LGA of plateau state went off  since a week now and de pple of that community have been in suffering. There is no mtn, 9mobile and airtel services there. Due to the recent killings in de region, it is very dangerous to stay","@GloCare pls de glo mast in agingi rukuba Rd of bassa LGA of plateau state went off  since a week now and de pple of that community have been in suffering. There is no mtn, 9mobile and airtel services there. Due to the recent killings in de region, it is very dangerous to stay","@GloCare pls de glo mast in agingi rukuba Rd of bassa LGA of plateau state went off  since a week now and de pple of that community have been in suffering. There is no mtn, 9mobile and airtel services there. Due to the recent killings in de region, it is very dangerous to stay",@117627 @GloCare GLO THE SUFFERING IS UNBEARABLE. GLO COMMUNICATION MAST MOUNTED BETWEEN  IRO N MOKOLOKI TOWN IS FAULTY. PLS WE NEED GLO ENGINEERS OVER THERE B4  THINGS GET OUT OF HANDS.IT IS THREE GOOD DAYS WiTHOUT NETWORKS OR  SERVices,"@GloCare @GloCare for 4 day now no GLO network in kanji,new Bussa Borgu local govt ,its not fair,phones are showing emergency ,pls help",2463673,1921384,1686985,True
@GloCare @117627 ..Good morning... I have a complaint about network service in my area..it dropped drastically since Monday.. TL or DM?,@GloCare @117627 ..Good morning... I have a complaint about network service in my area..it dropped drastically since Monday.. TL or DM?,@GloCare @117627 ..Good morning... I have a complaint about network service in my area..it dropped drastically since Monday.. TL or DM?,"@GloCare @117627 The Entire Glo Customers Care Service needs a deep evaluation including your network services because the network has been bad now for months. 

Stop playing around @GloCare 

This is a very serious issue for me and I believe for most people. 

Step up your game and do your job.",@GloCare That not the case oooo. The network in my area is very very bad. Am not the only one experiencing it. Please work on our area.,2463676,69348,1123764,True
@GloCare am one step away from throwing away my glo sim... For 2weeks no steady network,@GloCare am one step away from throwing away my glo sim... For 2weeks no steady network,@GloCare am one step away from throwing away my glo sim... For 2weeks no steady network,"@GloCare I am scared to get a glo sim, because of the bad network in my area. Please is there any solution?",@GloCare Over a month now. I have a Glo LTE sim the network doesn't fluctuate like this Glo limited sim,2463679,163983,2785234,True
"@GloCare 07051161797.,infinix hot 3, cecilia street beside mtn mast, Ignatius Ajuru University road,Rumuorlumeni. PH, the service is edge E and unstable H+.thats the only glo number i have.. Please resolve the issue asap.. Cos am gettin fed up","@GloCare 07051161797.,infinix hot 3, cecilia street beside mtn mast, Ignatius Ajuru University road,Rumuorlumeni. PH, the service is edge E and unstable H+.thats the only glo number i have.. Please resolve the issue asap.. Cos am gettin fed up","@GloCare 07051161797.,infinix hot 3, cecilia street beside mtn mast, Ignatius Ajuru University road,Rumuorlumeni. PH, the service is edge E and unstable H+.thats the only glo number i have.. Please resolve the issue asap.. Cos am gettin fed up","@GloCare I can't place a call as well, could you pls resolve, am tired of Glo service failure, my no is 08158140245,",@GloCare pls o... My glo number stopped working today.. Don't know why.. It's said I can no longer use it..,2463678,1920208,389272,True
"There's been no network to even call customer care for 5 days. @GloCare, you guys are truly special.","There's been no network to even call customer care for 5 days. @GloCare, you guys are truly special.","There's been no network to even call customer care for 5 days. @GloCare, you guys are truly special.",@GloCare since Monday we were unable to call or receive call or even surf the internet... It's unfair o,@117627 @GloCare do you actually have a functioning customer care line or platform its seriously pissing me off already. Nothing works on your network,2463683,1386020,2005899,True
"@GloCare you guys have fixed up, Nice. Until the next wahala.","@GloCare you guys have fixed up, Nice. Until the next wahala.","@GloCare you guys have fixed up, Nice. Until the next wahala.",@GloCare Fed up,@GloCare anyways...I'm done with you guys!!!..,2463682,2330426,2330363,True
@Glocare pls tell me why you charged #50 from my number in your DM after all dubious service that  has been deactivate because what I have there was #900,@Glocare pls tell me why you charged #50 from my number in your DM after all dubious service that  has been deactivate because what I have there was #900,@Glocare pls tell me why you charged #50 from my number in your DM after all dubious service that  has been deactivate because what I have there was #900,"@GloCare
Please I don't know what I 've been charged for #100 every time. Can you permanently deactivate the service? 08051725493.",@GloCare kindly help me deactivate the service that has been deducting #50 from line (08059305757) for months,2463687,1511448,621096,True
@GloCare pls why was I charged unnecessarily. And your customer care rep never pick up..    09056738405,@GloCare pls why was I charged unnecessarily. And your customer care rep never pick up..    09056738405,@GloCare pls why was I charged unnecessarily. And your customer care rep never pick up..    09056738405,@GloCare you have charged me wrongly and I have called your customer care several times and still yet you still charge me wrongly pls take the right step this is my number:08114328517,"@117627 @GloCare Why are you punishing me for being glo customer, can't understand how I'm charged for what I never subscribed for, this is pathetic",2463690,136625,138720,True
@GloCare last deduction was made yesterday. This is what happens everytime I recharge and don't use the credit  on time,@GloCare last deduction was made yesterday. This is what happens everytime I recharge and don't use the credit  on time,@GloCare last deduction was made yesterday. This is what happens everytime I recharge and don't use the credit  on time,"@GloCare You said there wasn't gonna be any deductions, but the credit I recharged, has just been deducted",@GloCare my credit is still been deducted ooo.,2463689,2121902,227308,True
@GloCare i never subscribe to any illicit Service. This is another gimmick to siphon. Please cancel all services,@GloCare i never subscribe to any illicit Service. This is another gimmick to siphon. Please cancel all services,@GloCare i never subscribe to any illicit Service. This is another gimmick to siphon. Please cancel all services,@GloCare Pls cancel all service dependent subscriptions on my number (07038380274). I did not at any point subscribe to ANY service. They are unsolicited and considered a crime for any service activated on my account without my permission. I’ll appreciate a swift response on this,"@GloCare goodevening.
Pls you network is #Terrorising me With #services i do not subscribe for.
Pls com to my #Rescue
08156558207
Or i port",2463692,2330549,453792,True
"@GloCare We are trying to send our weekly report O! Your network keep witching from EDGE to HSPA to WACDMA &amp; it's very slow in Sabo Sagamu, Ogun State. Please come sort this stuff out before you get us fired, i can't shout.","@GloCare We are trying to send our weekly report O! Your network keep witching from EDGE to HSPA to WACDMA &amp; it's very slow in Sabo Sagamu, Ogun State. Please come sort this stuff out before you get us fired, i can't shout.","@GloCare We are trying to send our weekly report O! Your network keep witching from EDGE to HSPA to WACDMA &amp; it's very slow in Sabo Sagamu, Ogun State. Please come sort this stuff out before you get us fired, i can't shout.",@GloCare your network has been terrible for past one week in abeokuta south ogun state and it's really annoying no network at all,"@GloCare @117627 A week now, your network in Iseyin, Oyo State has been ATROCIOUS to put it MILDLY! Disappearing network!!! I guess you just employed Houdini but we subscribers didn't get the memo. Do remember to copy us when it returns! #MediocreGloNetwork @117626",2463696,2167976,539077,True
"@GloCare from getting double of 1650mb wen u recharge, I got 1024mb and no double. What is dat?","@GloCare from getting double of 1650mb wen u recharge, I got 1024mb and no double. What is dat?","@GloCare from getting double of 1650mb wen u recharge, I got 1024mb and no double. What is dat?",@GloCare Glo I said hi         I need your help                     Is glo tommorw different from double recharge ?,"@GloCare I bough 4gb data for 1k while stil having abt 200mb unfortunately I was only credited 2.4gb I don't get? 08156230428
Why is my data",2463698,445904,606547,True
"@700708 @117627 @GloCare Atehyu And Surprisingly, They've Been Great.","@700708 @117627 @GloCare Atehyu And Surprisingly, They've Been Great.","@700708 @117627 @GloCare Atehyu And Surprisingly, They've Been Great.",@GloCare @117627 @117626 @10717 @10718 .AND NUMBER....08050685592,@117627 @GloCare @128805 08052515535,2463700,209781,56586,True
@GloCare @GloCare thanks for the feedback.,@GloCare @GloCare thanks for the feedback.,@GloCare @GloCare thanks for the feedback.,@GloCare Thanks.,@GloCare Thanks,2443687,315465,383217,True
"@GloCare you guys are the absolute worst, you have no idea of the compromising situations you can put a person in. I’m disappointed. Idiots","@GloCare you guys are the absolute worst, you have no idea of the compromising situations you can put a person in. I’m disappointed. Idiots","@GloCare you guys are the absolute worst, you have no idea of the compromising situations you can put a person in. I’m disappointed. Idiots","@GloCare Ok, trust u guys",@GloCare you guys are disgusting,2463706,163951,2418925,True
